Development,AvailableLots,timestamp
Suntec City,2745,2022-04-02T17:42
Suntec City,2458,2022-04-03T13:57
Suntec City,2734,2022-04-03T19:02
Suntec City,2734,2022-04-03T19:12
Suntec City,2736,2022-04-03T19:22
Suntec City,2737,2022-04-03T22:12
Suntec City,2737,2022-04-03T22:22
Suntec City,1037,2022-04-04T04:42
Suntec City,1000,2022-04-04T04:52
Suntec City,1000,2022-04-04T04:57
Suntec City,2601,2022-04-04T15:02
Suntec City,2450,2022-04-05T14:12
Suntec City,2489,2022-04-05T14:22
Suntec City,966,2022-04-06T05:57
Suntec City,944,2022-04-07T07:12
Suntec City,944,2022-04-07T07:42
Suntec City,1014,2022-04-07T08:47
Suntec City,1014,2022-04-07T08:52
Suntec City,1014,2022-04-07T08:57
Suntec City,948,2022-04-08T08:32
Suntec City,1485,2022-04-08T09:17
Suntec City,2560,2022-04-09T15:57
Suntec City,2587,2022-04-09T16:07
Suntec City,2623,2022-04-09T16:32
Suntec City,2579,2022-04-10T14:42
Suntec City,2623,2022-04-10T15:17
Suntec City,2641,2022-04-10T15:22
Suntec City,2710,2022-04-11T16:52
Suntec City,2711,2022-04-11T16:57
Suntec City,2715,2022-04-11T17:02
Suntec City,2706,2022-04-12T17:27
Suntec City,2710,2022-04-12T17:32
Suntec City,2711,2022-04-12T17:37
Suntec City,2715,2022-04-12T17:42
Suntec City,2715,2022-04-12T17:47
Suntec City,2715,2022-04-12T17:52
Suntec City,2717,2022-04-12T17:57
Suntec City,936,2022-04-13T05:57
Suntec City,938,2022-04-13T06:07
Suntec City,2649,2022-04-13T15:22
Suntec City,2652,2022-04-13T15:27
Suntec City,2659,2022-04-13T15:32
Suntec City,2741,2022-04-13T18:57
Suntec City,2741,2022-04-13T19:02
Suntec City,2741,2022-04-13T19:07
Suntec City,2736,2022-04-13T19:12
Suntec City,2736,2022-04-13T19:17
Suntec City,2737,2022-04-13T19:22
Suntec City,2738,2022-04-13T20:47
Suntec City,2739,2022-04-13T20:52
Suntec City,2739,2022-04-13T21:57
Suntec City,2738,2022-04-13T22:02
Suntec City,2736,2022-04-13T22:07
Suntec City,2736,2022-04-13T22:12
Suntec City,2734,2022-04-13T22:17
Suntec City,2733,2022-04-13T22:22
Suntec City,1105,2022-04-14T03:42
Suntec City,860,2022-04-14T06:22
Suntec City,864,2022-04-14T06:27
Suntec City,2607,2022-04-15T00:52
Suntec City,2582,2022-04-15T00:57
Suntec City,2544,2022-04-15T01:07
Suntec City,2481,2022-04-15T01:22
Suntec City,2409,2022-04-15T01:47
Suntec City,2388,2022-04-15T01:52
Suntec City,1680,2022-04-16T13:42
Suntec City,1777,2022-04-16T13:47
Suntec City,1834,2022-04-16T13:52
Suntec City,2753,2022-04-16T21:02
Suntec City,2753,2022-04-16T21:07
Suntec City,2753,2022-04-16T21:12
Suntec City,2742,2022-04-17T17:22
Suntec City,2743,2022-04-17T17:27
Suntec City,2744,2022-04-17T17:32
Suntec City,2746,2022-04-17T17:37
Suntec City,2747,2022-04-17T17:42
Suntec City,2748,2022-04-17T17:47
Suntec City,2748,2022-04-17T17:52
Suntec City,1125,2022-04-18T04:07
Suntec City,1111,2022-04-18T04:12
Suntec City,1099,2022-04-18T04:17
Suntec City,1827,2022-04-18T11:22
Suntec City,2669,2022-04-18T15:52
Suntec City,1291,2022-04-19T02:57
Suntec City,2673,2022-02-27T16:07
Suntec City,2673,2022-02-27T16:12
Suntec City,2693,2022-02-27T16:17
Suntec City,2693,2022-02-27T16:22
Suntec City,2693,2022-02-27T16:27
Suntec City,2704,2022-02-27T16:32
Suntec City,2746,2022-02-27T21:42
Suntec City,2745,2022-02-27T21:47
Suntec City,2745,2022-02-27T21:57
Suntec City,2746,2022-02-27T22:02
Suntec City,2746,2022-02-27T22:07
Suntec City,1076,2022-02-28T04:27
Suntec City,1059,2022-02-28T04:32
Suntec City,1007,2022-02-28T05:02
Suntec City,1007,2022-02-28T05:07
Suntec City,2731,2022-02-28T20:12
Suntec City,2731,2022-02-28T20:17
Suntec City,2733,2022-02-28T20:22
Suntec City,2738,2022-02-28T20:47
Suntec City,2738,2022-02-28T20:52
Suntec City,2526,2022-03-01T14:27
Suntec City,2723,2022-03-02T22:42
Suntec City,2723,2022-03-02T22:47
Suntec City,1753,2022-03-03T10:42
Suntec City,1091,2022-03-04T09:07
Suntec City,1091,2022-03-04T09:42
Suntec City,1115,2022-03-07T05:32
Suntec City,1183,2022-03-08T04:17
Suntec City,1820,2022-03-08T10:37
Suntec City,2738,2022-03-08T22:32
Suntec City,2739,2022-03-08T22:37
Suntec City,2567,2022-03-09T14:47
Suntec City,2567,2022-03-09T14:52
Suntec City,1180,2022-03-10T04:07
Suntec City,2513,2022-03-10T14:37
Suntec City,2513,2022-03-10T14:47
Suntec City,2584,2022-03-10T15:32
Suntec City,2607,2022-03-10T15:42
Suntec City,2627,2022-03-10T15:52
Suntec City,2657,2022-03-10T16:22
Suntec City,2708,2022-03-10T22:32
Suntec City,2134,2022-03-11T14:32
Suntec City,2245,2022-03-11T14:47
Suntec City,2419,2022-03-11T15:22
Suntec City,2558,2022-03-11T16:37
Suntec City,2651,2022-03-11T17:42
Suntec City,2369,2022-03-12T15:17
Suntec City,2398,2022-03-12T15:27
Suntec City,2429,2022-03-13T14:22
Suntec City,2484,2022-03-13T14:32
Suntec City,2484,2022-03-13T14:37
Suntec City,2594,2022-03-13T15:37
Suntec City,2594,2022-03-13T15:47
Suntec City,2737,2022-03-13T22:02
Suntec City,2737,2022-03-13T22:07
Suntec City,2734,2022-03-13T22:52
Suntec City,854,2022-03-14T05:37
Suntec City,840,2022-03-14T05:57
Suntec City,1569,2022-03-14T10:47
Suntec City,1569,2022-03-14T10:57
Suntec City,1569,2022-03-14T11:02
Suntec City,1594,2022-03-14T11:07
Suntec City,2733,2022-03-14T18:02
Suntec City,2734,2022-03-14T18:52
Suntec City,2734,2022-03-14T18:57
Suntec City,2736,2022-03-14T19:02
Suntec City,2736,2022-03-14T19:07
Suntec City,2736,2022-03-14T19:12
Suntec City,2751,2022-03-14T19:22
Suntec City,2752,2022-03-14T19:42
Suntec City,2752,2022-03-14T19:47
Suntec City,2752,2022-03-14T21:37
Suntec City,2752,2022-03-14T21:42
Suntec City,2747,2022-03-14T22:12
Suntec City,984,2022-03-15T04:12
Suntec City,926,2022-03-15T04:22
Suntec City,767,2022-03-15T05:12
Suntec City,713,2022-03-15T05:32
Suntec City,955,2022-03-16T04:02
Suntec City,955,2022-03-16T04:12
Suntec City,2539,2022-03-16T14:37
Suntec City,2713,2022-03-16T16:52
Suntec City,2713,2022-03-16T16:57
Suntec City,2718,2022-03-16T17:07
Suntec City,2725,2022-03-16T17:22
Suntec City,2725,2022-03-16T17:27
Suntec City,2748,2022-03-16T19:37
Suntec City,2748,2022-03-16T19:42
Suntec City,2749,2022-03-16T19:52
Suntec City,2749,2022-03-16T19:57
Suntec City,2747,2022-03-16T20:12
Suntec City,2738,2022-03-16T20:32
Suntec City,2735,2022-03-16T22:32
Suntec City,2059,2022-03-18T14:17
Suntec City,1820,2022-03-21T10:52
Suntec City,2712,2022-03-21T17:22
Suntec City,2712,2022-03-21T17:27
Suntec City,2719,2022-03-21T17:37
Suntec City,2724,2022-03-21T18:57
Suntec City,2724,2022-03-21T19:02
Suntec City,2724,2022-03-21T19:12
Suntec City,2724,2022-03-21T19:27
Suntec City,2743,2022-03-21T19:32
Suntec City,2744,2022-03-21T20:07
Suntec City,2744,2022-03-21T20:12
Suntec City,2743,2022-03-21T20:52
Suntec City,2743,2022-03-21T20:57
Suntec City,2744,2022-03-21T21:02
Suntec City,2744,2022-03-21T21:17
Suntec City,2744,2022-03-21T21:22
Suntec City,1093,2022-03-22T05:32
Suntec City,1791,2022-03-22T10:37
Suntec City,1826,2022-03-22T10:47
Suntec City,1706,2022-03-23T10:52
Suntec City,1473,2022-03-25T02:27
Suntec City,1367,2022-03-25T02:57
Suntec City,1325,2022-03-25T03:02
Suntec City,936,2022-03-25T07:02
Suntec City,957,2022-03-25T07:42
Suntec City,972,2022-03-25T08:07
Suntec City,972,2022-03-25T08:12
Suntec City,995,2022-03-25T08:22
Suntec City,1461,2022-03-25T10:07
Suntec City,1416,2022-03-25T10:22
Suntec City,2552,2022-03-27T14:27
Suntec City,2606,2022-03-27T14:52
Suntec City,2618,2022-03-27T15:12
Suntec City,1075,2022-03-28T04:22
Suntec City,956,2022-03-28T05:17
Suntec City,971,2022-03-28T05:32
Suntec City,971,2022-03-28T05:37
Suntec City,896,2022-03-29T05:57
Suntec City,891,2022-03-29T06:02
Suntec City,2730,2022-03-29T22:42
Suntec City,2726,2022-03-29T22:52
Suntec City,2719,2022-03-29T23:07
Suntec City,1642,2022-03-30T10:17
Suntec City,1651,2022-03-30T10:27
Suntec City,1209,2022-03-31T03:37
Suntec City,1209,2022-03-31T03:42
Suntec City,1020,2022-04-01T06:42
Suntec City,1473,2022-04-01T10:07
Suntec City,1473,2022-04-01T10:12
Suntec City,1481,2022-04-01T10:27
Suntec City,2465,2022-04-01T15:32
Suntec City,2543,2022-04-01T15:47
Suntec City,2543,2022-04-01T15:52
Suntec City,2585,2022-04-01T16:12
Suntec City,2604,2022-04-01T16:22
Suntec City,2716,2022-04-01T19:17
Suntec City,2716,2022-04-01T19:27
Suntec City,2745,2022-04-02T16:57
Suntec City,2745,2022-04-02T17:17
Suntec City,2745,2022-04-02T17:22
Suntec City,2745,2022-04-02T17:47
Suntec City,2745,2022-04-02T17:52
Suntec City,2458,2022-04-03T14:02
Suntec City,2719,2022-04-03T16:57
Suntec City,2719,2022-04-03T17:02
Suntec City,2723,2022-04-03T17:07
Suntec City,2723,2022-04-03T17:17
Suntec City,2727,2022-04-03T17:22
Suntec City,2727,2022-04-03T17:27
Suntec City,2731,2022-04-03T17:52
Suntec City,2733,2022-04-03T18:02
Suntec City,2733,2022-04-03T18:07
Suntec City,2733,2022-04-03T18:17
Suntec City,2733,2022-04-03T18:27
Suntec City,2734,2022-04-03T18:42
Suntec City,2734,2022-04-03T18:52
Suntec City,2736,2022-04-03T19:17
Suntec City,2737,2022-04-03T22:02
Suntec City,1790,2022-04-04T11:07
Suntec City,2620,2022-04-04T15:07
Suntec City,2620,2022-04-04T15:12
Suntec City,2489,2022-04-05T14:17
Suntec City,2538,2022-04-05T14:37
Suntec City,2566,2022-04-05T14:52
Suntec City,2728,2022-04-05T22:32
Suntec City,2728,2022-04-05T22:37
Suntec City,2728,2022-04-05T22:42
Suntec City,2729,2022-04-05T22:52
Suntec City,2729,2022-04-05T22:57
Suntec City,1147,2022-04-06T03:37
Suntec City,966,2022-04-06T05:52
Suntec City,991,2022-04-06T06:02
Suntec City,991,2022-04-06T06:07
Suntec City,1256,2022-04-07T03:22
Suntec City,944,2022-04-07T07:02
Suntec City,936,2022-04-07T07:22
Suntec City,944,2022-04-07T07:37
Suntec City,962,2022-04-07T07:52
Suntec City,983,2022-04-07T08:02
Suntec City,991,2022-04-07T08:17
Suntec City,991,2022-04-07T08:22
Suntec City,1012,2022-04-07T08:37
Suntec City,1012,2022-04-07T08:42
Suntec City,1711,2022-04-07T10:32
Suntec City,2742,2022-04-07T23:12
Suntec City,1282,2022-04-08T03:22
Suntec City,896,2022-04-08T07:17
Suntec City,919,2022-04-08T08:07
Suntec City,948,2022-04-08T08:22
Suntec City,973,2022-04-08T09:12
Suntec City,1484,2022-04-08T10:02
Suntec City,2404,2022-04-10T13:57
Suntec City,2748,2022-04-10T22:22
Suntec City,2716,2022-04-11T17:12
Suntec City,2723,2022-04-11T17:17
Suntec City,2723,2022-04-11T17:22
Suntec City,2725,2022-04-11T17:27
Suntec City,2723,2022-04-11T17:32
Suntec City,2723,2022-04-11T17:37
Suntec City,1066,2022-04-13T04:07
Suntec City,947,2022-04-13T06:02
Suntec City,1669,2022-04-13T11:12
Suntec City,1066,2022-04-14T03:52
Suntec City,849,2022-04-14T06:12
Suntec City,856,2022-04-14T06:17
Suntec City,1523,2022-04-14T13:22
Suntec City,2568,2022-04-15T01:02
Suntec City,2525,2022-04-15T01:12
Suntec City,2501,2022-04-15T01:17
Suntec City,2469,2022-04-15T01:27
Suntec City,2458,2022-04-15T01:32
Suntec City,2441,2022-04-15T01:37
Suntec City,2418,2022-04-15T01:42
Suntec City,1921,2022-04-15T14:07
Suntec City,2297,2022-04-16T02:42
Suntec City,2752,2022-04-16T21:17
Suntec City,2752,2022-04-16T21:22
Suntec City,2753,2022-04-16T21:27
Suntec City,2752,2022-04-16T21:32
Suntec City,2113,2022-04-17T13:17
Suntec City,2748,2022-04-17T17:57
Suntec City,2749,2022-04-17T18:02
Suntec City,2749,2022-04-17T18:12
Suntec City,2750,2022-04-17T18:17
Suntec City,1045,2022-04-18T04:32
Suntec City,2602,2022-04-18T14:47
Suntec City,2608,2022-04-18T14:52
Suntec City,2620,2022-04-18T15:02
Suntec City,2627,2022-04-18T15:07
Suntec City,2629,2022-04-18T15:12
Suntec City,2658,2022-04-18T15:37
Suntec City,2660,2022-04-18T15:42
Suntec City,2665,2022-04-18T15:47
Suntec City,2419,2022-02-27T13:52
Suntec City,2419,2022-02-27T13:57
Suntec City,2704,2022-02-27T16:37
Suntec City,2704,2022-02-27T16:42
Suntec City,2720,2022-02-27T16:47
Suntec City,2720,2022-02-27T16:52
Suntec City,1059,2022-02-28T04:42
Suntec City,2487,2022-02-28T14:02
Suntec City,2487,2022-02-28T14:07
Suntec City,2732,2022-02-28T19:27
Suntec City,2732,2022-02-28T19:42
Suntec City,2732,2022-02-28T19:47
Suntec City,2732,2022-02-28T19:52
Suntec City,1116,2022-03-01T04:07
Suntec City,2526,2022-03-01T14:22
Suntec City,2737,2022-03-01T21:52
Suntec City,2737,2022-03-01T21:57
Suntec City,2737,2022-03-01T22:02
Suntec City,2738,2022-03-01T22:07
Suntec City,2738,2022-03-01T22:12
Suntec City,2738,2022-03-01T22:17
Suntec City,2719,2022-03-02T22:52
Suntec City,2714,2022-03-02T23:02
Suntec City,2714,2022-03-02T23:07
Suntec City,1706,2022-03-03T10:52
Suntec City,2608,2022-03-03T15:47
Suntec City,1241,2022-03-04T03:47
Suntec City,1241,2022-03-04T03:52
Suntec City,1091,2022-03-04T06:32
Suntec City,1091,2022-03-04T06:47
Suntec City,1091,2022-03-04T09:52
Suntec City,1133,2022-03-08T05:47
Suntec City,1820,2022-03-08T10:47
Suntec City,2535,2022-03-08T14:47
Suntec City,2742,2022-03-08T22:12
Suntec City,2635,2022-03-09T15:47
Suntec City,1081,2022-03-10T05:47
Suntec City,2346,2022-03-10T13:52
Suntec City,2513,2022-03-10T14:42
Suntec City,2607,2022-03-10T15:47
Suntec City,2644,2022-03-10T16:07
Suntec City,2657,2022-03-10T16:27
Suntec City,2657,2022-03-10T16:32
Suntec City,2668,2022-03-10T16:42
Suntec City,2700,2022-03-10T17:47
Suntec City,2709,2022-03-10T22:42
Suntec City,2706,2022-03-10T22:52
Suntec City,2245,2022-03-11T14:42
Suntec City,2419,2022-03-11T15:17
Suntec City,2558,2022-03-11T16:42
Suntec City,2558,2022-03-11T16:47
Suntec City,2642,2022-03-11T17:22
Suntec City,2642,2022-03-11T17:27
Suntec City,2651,2022-03-11T17:37
Suntec City,2338,2022-03-12T15:02
Suntec City,2560,2022-03-12T16:17
Suntec City,2560,2022-03-12T16:27
Suntec City,2429,2022-03-13T14:27
Suntec City,2572,2022-03-13T15:27
Suntec City,2594,2022-03-13T15:42
Suntec City,2610,2022-03-13T15:52
Suntec City,2683,2022-03-13T16:37
Suntec City,2683,2022-03-13T16:42
Suntec City,854,2022-03-14T05:32
Suntec City,840,2022-03-14T06:02
Suntec City,1569,2022-03-14T10:52
Suntec City,2733,2022-03-14T18:12
Suntec City,2733,2022-03-14T18:17
Suntec City,2734,2022-03-14T18:22
Suntec City,2734,2022-03-14T18:37
