Development,AvailableLots,timestamp
Suntec City,2709,2022-03-12T00:02
Suntec City,2681,2022-03-12T00:07
Suntec City,2654,2022-03-12T00:32
Suntec City,2721,2022-03-12T19:07
Suntec City,2731,2022-03-12T19:27
Suntec City,2735,2022-03-12T19:37
Suntec City,2738,2022-03-12T19:57
Suntec City,2740,2022-03-12T20:07
Suntec City,2740,2022-03-12T20:12
Suntec City,2739,2022-03-12T21:52
Suntec City,2739,2022-03-12T21:57
Suntec City,2739,2022-03-12T22:07
Suntec City,2085,2022-03-13T13:42
Suntec City,2233,2022-03-13T13:47
Suntec City,1962,2022-03-14T12:57
Suntec City,1962,2022-03-14T13:02
Suntec City,2068,2022-03-14T13:07
Suntec City,1504,2022-03-15T11:37
Suntec City,1543,2022-03-15T11:52
Suntec City,1543,2022-03-15T11:57
Suntec City,1543,2022-03-15T12:02
Suntec City,834,2022-03-16T04:32
Suntec City,732,2022-03-16T05:37
Suntec City,756,2022-03-16T05:47
Suntec City,1762,2022-03-17T13:17
Suntec City,567,2022-03-18T05:17
Suntec City,917,2022-03-18T10:52
Suntec City,2658,2022-03-18T17:02
Suntec City,2658,2022-03-18T17:07
Suntec City,2678,2022-03-18T17:17
Suntec City,2678,2022-03-18T17:27
Suntec City,2724,2022-03-18T18:57
Suntec City,2732,2022-03-18T19:17
Suntec City,2732,2022-03-18T19:27
Suntec City,2731,2022-03-18T20:02
Suntec City,2734,2022-03-18T20:07
Suntec City,2734,2022-03-18T20:17
Suntec City,2721,2022-03-18T23:37
Suntec City,2628,2022-03-19T00:32
Suntec City,2628,2022-03-19T00:37
Suntec City,2599,2022-03-19T00:47
Suntec City,2413,2022-03-19T01:47
Suntec City,2250,2022-03-20T13:47
Suntec City,2364,2022-03-20T13:52
Suntec City,2719,2022-03-20T18:02
Suntec City,2718,2022-03-20T18:22
Suntec City,2718,2022-03-20T18:27
Suntec City,2719,2022-03-20T19:07
Suntec City,2740,2022-03-20T20:47
Suntec City,2740,2022-03-20T20:57
Suntec City,2739,2022-03-20T21:27
Suntec City,1056,2022-03-23T04:52
Suntec City,1056,2022-03-23T04:57
Suntec City,1023,2022-03-23T05:07
Suntec City,1023,2022-03-23T05:12
Suntec City,1691,2022-03-23T11:27
Suntec City,2450,2022-03-23T14:07
Suntec City,2450,2022-03-23T14:12
Suntec City,2509,2022-03-23T14:17
Suntec City,2509,2022-03-23T14:32
Suntec City,2682,2022-03-23T15:52
Suntec City,2682,2022-03-23T15:57
Suntec City,1088,2022-03-25T04:17
Suntec City,910,2022-03-25T05:57
Suntec City,897,2022-03-25T06:02
Suntec City,897,2022-03-25T06:12
Suntec City,913,2022-03-25T06:17
Suntec City,913,2022-03-25T06:22
Suntec City,2100,2022-03-26T14:22
Suntec City,2582,2022-03-26T16:27
Suntec City,2605,2022-03-26T16:32
Suntec City,2605,2022-03-26T16:42
Suntec City,2623,2022-03-26T16:52
Suntec City,2644,2022-03-26T17:12
Suntec City,2665,2022-03-26T17:17
Suntec City,2665,2022-03-26T17:27
Suntec City,1972,2022-03-27T13:12
Suntec City,2723,2022-03-27T17:27
Suntec City,2729,2022-03-27T17:32
Suntec City,2729,2022-03-27T17:42
Suntec City,2624,2022-03-28T15:02
Suntec City,2635,2022-03-28T15:17
Suntec City,2635,2022-03-28T15:27
Suntec City,2635,2022-03-28T15:32
Suntec City,2738,2022-03-28T18:12
